ID;DATAFLOW;COUNTRY;TIME_PERIOD;GBIRTHRT_THSP
SE_2019;ESTAT:TPS00204(1.0);SE;2019;11.1
SE_2020;ESTAT:TPS00204(1.0);SE;2020;10.9
SE_2021;ESTAT:TPS00204(1.0);SE;2021;11.0
SE_2022;ESTAT:TPS00204(1.0);SE;2022;10.0
SI_2011;ESTAT:TPS00204(1.0);SI;2011;10.7
SI_2012;ESTAT:TPS00204(1.0);SI;2012;10.7
SI_2013;ESTAT:TPS00204(1.0);SI;2013;10.2
SI_2014;ESTAT:TPS00204(1.0);SI;2014;10.3
SI_2015;ESTAT:TPS00204(1.0);SI;2015;10.0
SI_2016;ESTAT:TPS00204(1.0);SI;2016;9.9
SI_2017;ESTAT:TPS00204(1.0);SI;2017;9.8
SI_2018;ESTAT:TPS00204(1.0);SI;2018;9.4
SI_2019;ESTAT:TPS00204(1.0);SI;2019;9.3
SI_2020;ESTAT:TPS00204(1.0);SI;2020;8.9
SI_2021;ESTAT:TPS00204(1.0);SI;2021;9.0
SI_2022;ESTAT:TPS00204(1.0);SI;2022;8.3
SK_2011;ESTAT:TPS00204(1.0);SK;2011;11.3
SK_2012;ESTAT:TPS00204(1.0);SK;2012;10.3
SK_2013;ESTAT:TPS00204(1.0);SK;2013;10.1
SK_2014;ESTAT:TPS00204(1.0);SK;2014;10.2
SK_2015;ESTAT:TPS00204(1.0);SK;2015;10.3
SK_2016;ESTAT:TPS00204(1.0);SK;2016;10.6
SK_2017;ESTAT:TPS00204(1.0);SK;2017;10.7
SK_2018;ESTAT:TPS00204(1.0);SK;2018;10.6
SK_2019;ESTAT:TPS00204(1.0);SK;2019;10.5
SK_2020;ESTAT:TPS00204(1.0);SK;2020;10.4
SK_2021;ESTAT:TPS00204(1.0);SK;2021;10.4
SK_2022;ESTAT:TPS00204(1.0);SK;2022;9.7
SM_2011;ESTAT:TPS00204(1.0);SM;2011;10.0
SM_2012;ESTAT:TPS00204(1.0);SM;2012;8.7
SM_2013;ESTAT:TPS00204(1.0);SM;2013;9.7
SM_2014;ESTAT:TPS00204(1.0);SM;2014;9.1
SM_2015;ESTAT:TPS00204(1.0);SM;2015;8.2
SM_2016;ESTAT:TPS00204(1.0);SM;2016;7.9
SM_2017;ESTAT:TPS00204(1.0);SM;2017;6.7
SM_2018;ESTAT:TPS00204(1.0);SM;2018;6.8
SM_2019;ESTAT:TPS00204(1.0);SM;2019;6.7
SM_2021;ESTAT:TPS00204(1.0);SM;2021;6.2
SM_2022;ESTAT:TPS00204(1.0);SM;2022;6.1
TR_2011;ESTAT:TPS00204(1.0);TR;2011;16.7
TR_2012;ESTAT:TPS00204(1.0);TR;2012;17.0
TR_2013;ESTAT:TPS00204(1.0);TR;2013;16.8
TR_2014;ESTAT:TPS00204(1.0);TR;2014;17.3
TR_2015;ESTAT:TPS00204(1.0);TR;2015;16.9
TR_2016;ESTAT:TPS00204(1.0);TR;2016;16.5
TR_2017;ESTAT:TPS00204(1.0);TR;2017;16.1
TR_2018;ESTAT:TPS00204(1.0);TR;2018;15.3
TR_2019;ESTAT:TPS00204(1.0);TR;2019;14.3
TR_2020;ESTAT:TPS00204(1.0);TR;2020;13.3
TR_2021;ESTAT:TPS00204(1.0);TR;2021;12.8
TR_2022;ESTAT:TPS00204(1.0);TR;2022;12.2
UA_2011;ESTAT:TPS00204(1.0);UA;2011;11.0
UA_2012;ESTAT:TPS00204(1.0);UA;2012;11.5
UA_2013;ESTAT:TPS00204(1.0);UA;2013;11.1
UA_2015;ESTAT:TPS00204(1.0);UA;2015;9.6
UA_2016;ESTAT:TPS00204(1.0);UA;2016;9.3
UA_2017;ESTAT:TPS00204(1.0);UA;2017;8.6
UA_2018;ESTAT:TPS00204(1.0);UA;2018;8.0
UA_2019;ESTAT:TPS00204(1.0);UA;2019;7.4
UA_2020;ESTAT:TPS00204(1.0);UA;2020;7.1
UA_2021;ESTAT:TPS00204(1.0);UA;2021;6.6
UK_2011;ESTAT:TPS00204(1.0);UK;2011;12.8
UK_2012;ESTAT:TPS00204(1.0);UK;2012;12.8
UK_2013;ESTAT:TPS00204(1.0);UK;2013;12.1
UK_2014;ESTAT:TPS00204(1.0);UK;2014;12.0
UK_2015;ESTAT:TPS00204(1.0);UK;2015;11.9
UK_2016;ESTAT:TPS00204(1.0);UK;2016;11.8
UK_2017;ESTAT:TPS00204(1.0);UK;2017;11.4
UK_2018;ESTAT:TPS00204(1.0);UK;2018;11.0
UK_2019;ESTAT:TPS00204(1.0);UK;2019;10.7
XK_2011;ESTAT:TPS00204(1.0);XK;2011;15.5
XK_2012;ESTAT:TPS00204(1.0);XK;2012;15.4
XK_2013;ESTAT:TPS00204(1.0);XK;2013;16.1
XK_2014;ESTAT:TPS00204(1.0);XK;2014;14.3
XK_2015;ESTAT:TPS00204(1.0);XK;2015;13.8
XK_2016;ESTAT:TPS00204(1.0);XK;2016;13.2
XK_2017;ESTAT:TPS00204(1.0);XK;2017;13.1
XK_2018;ESTAT:TPS00204(1.0);XK;2018;12.7
XK_2019;ESTAT:TPS00204(1.0);XK;2019;12.2
XK_2020;ESTAT:TPS00204(1.0);XK;2020;15.5
