ID;DATAFLOW;COUNTRY;TIME_PERIOD;GDEATHRT_THSP
SI_2016;ESTAT:TPS00029(1.0);SI;2016;9.5
SI_2017;ESTAT:TPS00029(1.0);SI;2017;9.9
SI_2018;ESTAT:TPS00029(1.0);SI;2018;9.9
SI_2019;ESTAT:TPS00029(1.0);SI;2019;9.9
SI_2020;ESTAT:TPS00029(1.0);SI;2020;11.4
SI_2021;ESTAT:TPS00029(1.0);SI;2021;11.0
SI_2022;ESTAT:TPS00029(1.0);SI;2022;10.6
SK_2011;ESTAT:TPS00029(1.0);SK;2011;9.6
SK_2012;ESTAT:TPS00029(1.0);SK;2012;9.7
SK_2013;ESTAT:TPS00029(1.0);SK;2013;9.6
SK_2014;ESTAT:TPS00029(1.0);SK;2014;9.5
SK_2015;ESTAT:TPS00029(1.0);SK;2015;9.9
SK_2016;ESTAT:TPS00029(1.0);SK;2016;9.6
SK_2017;ESTAT:TPS00029(1.0);SK;2017;9.9
SK_2018;ESTAT:TPS00029(1.0);SK;2018;10.0
SK_2019;ESTAT:TPS00029(1.0);SK;2019;9.8
SK_2020;ESTAT:TPS00029(1.0);SK;2020;10.8
SK_2021;ESTAT:TPS00029(1.0);SK;2021;13.5
SK_2022;ESTAT:TPS00029(1.0);SK;2022;11.0
SM_2011;ESTAT:TPS00029(1.0);SM;2011;6.8
SM_2012;ESTAT:TPS00029(1.0);SM;2012;7.1
SM_2013;ESTAT:TPS00029(1.0);SM;2013;7.5
SM_2014;ESTAT:TPS00029(1.0);SM;2014;7.7
SM_2015;ESTAT:TPS00029(1.0);SM;2015;7.1
SM_2016;ESTAT:TPS00029(1.0);SM;2016;7.6
SM_2017;ESTAT:TPS00029(1.0);SM;2017;8.2
SM_2018;ESTAT:TPS00029(1.0);SM;2018;7.1
SM_2019;ESTAT:TPS00029(1.0);SM;2019;7.2
SM_2021;ESTAT:TPS00029(1.0);SM;2021;9.1
SM_2022;ESTAT:TPS00029(1.0);SM;2022;7.8
TR_2011;ESTAT:TPS00029(1.0);TR;2011;5.1
TR_2012;ESTAT:TPS00029(1.0);TR;2012;5.4
TR_2013;ESTAT:TPS00029(1.0);TR;2013;4.9
TR_2014;ESTAT:TPS00029(1.0);TR;2014;5.1
TR_2015;ESTAT:TPS00029(1.0);TR;2015;5.2
TR_2016;ESTAT:TPS00029(1.0);TR;2016;5.3
TR_2017;ESTAT:TPS00029(1.0);TR;2017;5.3
TR_2018;ESTAT:TPS00029(1.0);TR;2018;5.2
TR_2019;ESTAT:TPS00029(1.0);TR;2019;5.3
TR_2022;ESTAT:TPS00029(1.0);TR;2022;5.9
UA_2011;ESTAT:TPS00029(1.0);UA;2011;14.6
UA_2012;ESTAT:TPS00029(1.0);UA;2012;14.6
UA_2013;ESTAT:TPS00029(1.0);UA;2013;14.6
UA_2015;ESTAT:TPS00029(1.0);UA;2015;13.9
UA_2016;ESTAT:TPS00029(1.0);UA;2016;13.7
UA_2017;ESTAT:TPS00029(1.0);UA;2017;13.6
UA_2018;ESTAT:TPS00029(1.0);UA;2018;14.0
UA_2019;ESTAT:TPS00029(1.0);UA;2019;13.9
UA_2020;ESTAT:TPS00029(1.0);UA;2020;14.8
UA_2021;ESTAT:TPS00029(1.0);UA;2021;17.3
UK_2011;ESTAT:TPS00029(1.0);UK;2011;8.7
UK_2012;ESTAT:TPS00029(1.0);UK;2012;8.9
UK_2013;ESTAT:TPS00029(1.0);UK;2013;9.0
UK_2014;ESTAT:TPS00029(1.0);UK;2014;8.8
UK_2015;ESTAT:TPS00029(1.0);UK;2015;9.2
UK_2016;ESTAT:TPS00029(1.0);UK;2016;9.1
UK_2017;ESTAT:TPS00029(1.0);UK;2017;9.2
UK_2018;ESTAT:TPS00029(1.0);UK;2018;9.2
UK_2019;ESTAT:TPS00029(1.0);UK;2019;9.0
XK_2011;ESTAT:TPS00029(1.0);XK;2011;4.0
XK_2012;ESTAT:TPS00029(1.0);XK;2012;4.1
XK_2013;ESTAT:TPS00029(1.0);XK;2013;3.9
XK_2014;ESTAT:TPS00029(1.0);XK;2014;4.2
XK_2015;ESTAT:TPS00029(1.0);XK;2015;4.6
XK_2016;ESTAT:TPS00029(1.0);XK;2016;4.8
XK_2017;ESTAT:TPS00029(1.0);XK;2017;4.9
XK_2018;ESTAT:TPS00029(1.0);XK;2018;5.0
XK_2019;ESTAT:TPS00029(1.0);XK;2019;5.3
XK_2020;ESTAT:TPS00029(1.0);XK;2020;8.1
